profissao,salario,idade,sexo,regiao,estado,empresa,experiencia,trabalho,escolaridade,formacao,setor,satisfacao,modelo,nivel,linguagemPython,linguagemSQL,linguagemR,linguagemJava,linguagemJavascript,linguagemScala,linguagemVBA
Engenheiro de Dados,27500.0,26.0,Masculino,Centro-oeste,GO,Média,2 a 3 anos,PJ,Pós-Graduado,Comp/Sist,Telecom,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,39.0,Feminino,Centro-oeste,DF,Grande,10+ anos,Servidor,Mestre,Estat/Mat,Governamental,0.0,Home-Office,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,5000.0,44.0,Masculino,Sudeste,SP,Média,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Híbrido,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Analista de Dados,5000.0,27.0,Masculino,Sudeste,MG,Pequena,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Finanças,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,24.0,Masculino,Sul,PR,Pequena,2 a 3 anos,PJ,Graduado,Econ/Adm,Saúde,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,33.0,Masculino,Sudeste,SP,Pequena,10+ anos,CLT,Pós-Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,14000.0,36.0,Masculino,Nordeste,BA,Grande,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Energia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,23.0,Feminino,Sul,RS,Média,2 a 3 anos,CLT,Graduado,Econ/Adm,Finanças,0.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,40.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Pós-Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,34.0,Feminino,Centro-oeste,DF,Média,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Presencial,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,35.0,Masculino,Sudeste,SP,Média,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Híbrido,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,5000.0,39.0,Masculino,Sudeste,RJ,Grande,Sem Exp.,CLT,Não Graduado,,Varejo,1.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,33.0,Masculino,Centro-oeste,GO,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,3500.0,24.0,Feminino,Sudeste,SP,Grande,até 1 ano,CLT,Estudante,Comp/Sist,Indústria,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,27.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Pós-Graduado,Engenharias,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,24.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,26.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Graduado,Engenharias,Telecom,1.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,23.0,Feminino,Sudeste,SP,Média,Sem Exp.,CLT,Estudante,Estat/Mat,Tecnologia,1.0,Híbrido,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,27.0,Feminino,Sudeste,RJ,Média,2 a 3 anos,CLT,Pós-Graduado,Mkt/Comun,Educação,0.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,2500.0,24.0,Masculino,Sudeste,MG,Média,até 1 ano,Estagiário,Estudante,Engenharias,Tecnologia,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,2500.0,24.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Estudante,Comp/Sist,Varejo,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,40.0,Masculino,Sudeste,MG,Média,10+ anos,CLT,Pós-Graduado,Comp/Sist,Varejo,0.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,37.0,Masculino,Sudeste,SP,Média,2 a 3 anos,PJ,Pós-Graduado,Mkt/Comun,Marketing,1.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,27.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Mestre,Engenharias,Saúde,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,22.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Estudante,Engenharias,Seguros,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,25.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Seguros,1.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Outras,7000.0,34.0,Masculino,Sudeste,SP,Grande,até 1 ano,Servidor,Graduado,Outras,Governamental,0.0,Híbrido,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,27.0,Masculino,Centro-oeste,DF,Grande,6 a 10 anos,CLT,Graduado,Estat/Mat,Consultoria,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,1000.0,22.0,Masculino,Sul,RS,Pequena,1 a 2 anos,Estagiário,Estudante,Engenharias,Saúde,1.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,24.0,Masculino,Sul,RS,Pequena,2 a 3 anos,CLT,Estudante,Econ/Adm,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,27500.0,41.0,Masculino,Sudeste,SP,Pequena,4 a 5 anos,PJ,Mestre,Quím/Fis,Finanças,1.0,Presencial,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,28.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Entretenimento,1.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,28.0,Masculino,Sul,PR,Pequena,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,28.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Comp/Sist,Automotivo,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,41.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Outras,7000.0,27.0,Masculino,Sudeste,SP,Pequena,até 1 ano,PJ,Pós-Graduado,Comp/Sist,Energia,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Outras,2500.0,32.0,Feminino,Sudeste,SP,Pequena,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Presencial,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,49.0,Masculino,Sul,PR,Média,4 a 5 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,38.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Graduado,Econ/Adm,Finanças,0.0,Híbrido,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,38.0,Masculino,Sudeste,MG,Pequena,até 1 ano,CLT,Graduado,Engenharias,Indústria,0.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,7000.0,45.0,Masculino,Sudeste,MG,Média,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,30.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,PJ,Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de BI,7000.0,30.0,Feminino,Nordeste,PE,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,25.0,Masculino,Norte,,Grande,1 a 2 anos,CLT,Estudante,Econ/Adm,Varejo,0.0,Híbrido,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,38.0,Masculino,Sudeste,MG,Pequena,10+ anos,CLT,Pós-Graduado,Comp/Sist,Indústria,0.0,Híbrido,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,18000.0,26.0,Masculino,Sudeste,SP,Pequena,2 a 3 anos,PJ,Graduado,Engenharias,Finanças,1.0,Híbrido,Pleno,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,5000.0,26.0,Masculino,Sudeste,MG,Grande,até 1 ano,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,28.0,Masculino,Sudeste,SP,Pequena,até 1 ano,CLT,Estudante,Comp/Sist,Tecnologia,1.0,Híbrido,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,28.0,Masculino,Sudeste,RJ,Média,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Educação,1.0,Presencial,Sênior,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,2500.0,26.0,Masculino,Sul,RS,Grande,1 a 2 anos,CLT,Estudante,Engenharias,Educação,1.0,Híbrido,Júnior,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Analista de BI,5000.0,28.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Indústria,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,7000.0,34.0,Masculino,Sudeste,RJ,Pequena,Sem Exp.,CLT,Pós-Graduado,Econ/Adm,Outro,0.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,40000.0,30.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,PJ,Pós-Graduado,Comp/Sist,Saúde,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,39.0,Masculino,Centro-oeste,MS,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,25.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Econ/Adm,Educação,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,18000.0,25.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Mestre,Econ/Adm,Consultoria,1.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,32.0,Masculino,Nordeste,BA,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Imobiliário,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,23.0,Feminino,Sudeste,SP,Média,até 1 ano,CLT,Graduado,Comp/Sist,Finanças,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,34.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Indústria,1.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Analista de Dados,7000.0,54.0,Feminino,Sudeste,RJ,Pequena,10+ anos,CLT,Mestre,Estat/Mat,Seguros,0.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,32.0,Masculino,Nordeste,PB,Grande,10+ anos,Servidor,Pós-Graduado,Engenharias,Educação,0.0,Híbrido,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,29.0,Masculino,Sudeste,RJ,Média,4 a 5 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,23.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Pós-Graduado,Econ/Adm,Finanças,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,27.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Finanças,1.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,28.0,Masculino,Sul,RS,Grande,4 a 5 anos,CLT,Mestre,Estat/Mat,Finanças,0.0,Híbrido,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,32.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Pós-Graduado,Outras,Saúde,0.0,Presencial,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,25.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Quím/Fis,Finanças,1.0,Home-Office,Júnior,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Outras,1500.0,31.0,Masculino,Sudeste,ES,Pequena,até 1 ano,Freelancer,Estudante,Engenharias,Marketing,0.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,26.0,Feminino,Sudeste,SP,Grande,6 a 10 anos,CLT,Graduado,Comp/Sist,Internet,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,34.0,Masculino,Sul,SC,Pequena,6 a 10 anos,PJ,Graduado,Engenharias,Tecnologia,1.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,10000.0,25.0,Masculino,Sudeste,RJ,Grande,2 a 3 anos,CLT,Mestre,Engenharias,Saúde,0.0,Home-Office,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,27500.0,37.0,Masculino,Centro-oeste,DF,Grande,4 a 5 anos,Servidor,Graduado,Econ/Adm,Governamental,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,35.0,Masculino,Sul,PR,Média,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,2500.0,21.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Engenheiro de Dados,5000.0,24.0,Masculino,Sudeste,SP,Pequena,2 a 3 anos,CLT,Pós-Graduado,Econ/Adm,Consultoria,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,5000.0,29.0,Masculino,Sudeste,RJ,Média,2 a 3 anos,CLT,Mestre,Econ/Adm,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,14000.0,27.0,Masculino,Sudeste,SP,Média,2 a 3 anos,PJ,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,30.0,Masculino,Sul,PR,Grande,4 a 5 anos,CLT,Graduado,Engenharias,Saúde,1.0,Presencial,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,3500.0,33.0,Feminino,Sudeste,MG,Pequena,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Outras,10000.0,28.0,Masculino,Sudeste,MG,Média,4 a 5 anos,PJ,Graduado,Comp/Sist,Outro,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,14000.0,42.0,Masculino,Sudeste,SP,Pequena,10+ anos,PJ,Mestre,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,1500.0,25.0,Masculino,Nordeste,BA,Pequena,Sem Exp.,Estagiário,Graduado,Engenharias,Construção Civil,0.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,41.0,Feminino,Sul,RS,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Telecom,1.0,Híbrido,Pleno,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Engenheiro de ML,14000.0,38.0,Masculino,Sul,RS,Grande,6 a 10 anos,CLT,Doutor,Comp/Sist,Marketing,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Cientista de Dados,5000.0,24.0,Masculino,Nordeste,BA,Pequena,até 1 ano,CLT,Pós-Graduado,Econ/Adm,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,23.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,Estagiário,Graduado,Engenharias,Automotivo,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,27.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Graduado,Econ/Adm,Alimentício,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,35.0,Feminino,Sudeste,SP,Grande,6 a 10 anos,CLT,Mestre,Mkt/Comun,Automotivo,1.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de ML,7000.0,30.0,Feminino,Sudeste,RJ,Média,2 a 3 anos,CLT,Graduado,Engenharias,Internet,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,7000.0,28.0,Masculino,Sudeste,SP,Média,4 a 5 anos,CLT,Graduado,Comp/Sist,Telecom,0.0,Home-Office,Pleno,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,10000.0,40.0,Masculino,Sudeste,SP,Média,Sem Exp.,CLT,Pós-Graduado,Comp/Sist,Logística,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,38.0,Masculino,Nordeste,BA,Pequena,10+ anos,PJ,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,35.0,Masculino,Sudeste,MG,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Educação,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,7000.0,40.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Indústria,0.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,36.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Mestre,Mkt/Comun,Indústria,0.0,Home-Office,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,28.0,Masculino,Sul,PR,Média,2 a 3 anos,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,26.0,Masculino,Centro-oeste,GO,Média,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,1500.0,28.0,Feminino,Sul,SC,Média,1 a 2 anos,Estagiário,Graduado,Outras,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,24.0,Masculino,Sul,PR,Média,até 1 ano,CLT,Estudante,Estat/Mat,Educação,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,3500.0,35.0,Masculino,Sul,RS,Grande,6 a 10 anos,CLT,Pós-Graduado,Biológicas,Saúde,1.0,Híbrido,Pleno,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Analista de BI,2500.0,38.0,Masculino,Sudeste,RJ,Pequena,6 a 10 anos,CLT,Graduado,Comp/Sist,Outro,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,14000.0,25.0,Feminino,Nordeste,PE,Média,2 a 3 anos,CLT,Graduado,Engenharias,Internet,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,18000.0,54.0,Masculino,Centro-oeste,DF,Grande,6 a 10 anos,Servidor,Mestre,Outras,Governamental,1.0,Presencial,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,34.0,Masculino,Nordeste,AL,Média,6 a 10 anos,CLT,Mestre,Comp/Sist,Educação,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,34.0,Masculino,Sudeste,MG,Pequena,Sem Exp.,CLT,Graduado,Comp/Sist,Telecom,1.0,Home-Office,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Cientista de Dados,10000.0,27.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Engenharias,Varejo,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de BI,2500.0,32.0,Masculino,Sul,PR,Grande,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Saúde,1.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,33.0,Masculino,Sudeste,SP,Média,até 1 ano,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,54.0,Feminino,Sudeste,SP,Grande,4 a 5 anos,PJ,Pós-Graduado,Mkt/Comun,Telecom,1.0,Home-Office,Sênior,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Cientista de Dados,7000.0,26.0,Masculino,Sudeste,RJ,Grande,1 a 2 anos,CLT,Doutor,Quím/Fis,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,23.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Engenharias,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,31.0,Masculino,Sudeste,MG,Grande,6 a 10 anos,CLT,Não Graduado,,Tecnologia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,,Masculino,Sul,SC,Pequena,10+ anos,PJ,Pós-Graduado,Econ/Adm,Indústria,0.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,14000.0,26.0,Masculino,Sudeste,SP,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Finanças,0.0,Home-Office,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,10000.0,33.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Tecnologia,0.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,1000.0,24.0,Masculino,Nordeste,PE,Pequena,até 1 ano,Estagiário,Estudante,Comp/Sist,Governamental,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,1500.0,25.0,Masculino,Sudeste,MG,Pequena,até 1 ano,Estagiário,Estudante,Estat/Mat,Tecnologia,1.0,Home-Office,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Outras,5000.0,25.0,Feminino,Sudeste,SP,Pequena,Sem Exp.,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Júnior,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Analista de BI,7000.0,35.0,Masculino,Sul,PR,Média,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,24.0,Masculino,Centro-oeste,DF,Grande,1 a 2 anos,CLT,Graduado,Engenharias,Varejo,0.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,5000.0,21.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Não Graduado,,Finanças,1.0,Híbrido,Júnior,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Analista de BI,1500.0,22.0,Feminino,Centro-oeste,DF,Grande,até 1 ano,Estagiário,Estudante,Comp/Sist,Governamental,0.0,Presencial,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,38.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Graduado,Comp/Sist,Telecom,0.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,22.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Agronegócios,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,27.0,Masculino,Sudeste,RJ,Média,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,29.0,Masculino,Sul,SC,Grande,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Varejo,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,28.0,Feminino,Sul,SC,Média,1 a 2 anos,CLT,Mestre,Engenharias,Outro,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
